user_id,email,first_name,last_name,npi,role,cme_id,title,credits,completion_date,activity_type,category,cme_provider,cme_state,certificate_number,certificate_url,notes,compliance_status,cme_created_at,cme_metadata
139134ac-cd33-46e6-a69a-31ac6170af01,provider.multistate7@example.com,Lisa,Anderson,,provider,601281c0-c004-40b1-9047-e1119d3120a7,MI Pain Management and Addiction,2.5,2024-03-06,Course,category_1,MI State Medical Board,MI,,,,compliant,2025-11-19T03:58:02.227717,
139134ac-cd33-46e6-a69a-31ac6170af01,provider.multistate7@example.com,Lisa,Anderson,,provider,49b3f942-2087-41e4-a08c-9dc906cfa724,Clinical Practice Guidelines Update,2.9,2024-03-02,Conference,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.227489,
139134ac-cd33-46e6-a69a-31ac6170af01,provider.multistate7@example.com,Lisa,Anderson,,provider,b14deef8-9ce8-4b0b-97fc-6962770e9023,Electronic Health Records Best Practices,3.9,2024-01-13,Conference,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.227624,
139134ac-cd33-46e6-a69a-31ac6170af01,provider.multistate7@example.com,Lisa,Anderson,,provider,43fa4967-4799-4c88-9090-e6182911fd14,Pharmacology Updates,1.8,2023-12-27,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.227650,
139134ac-cd33-46e6-a69a-31ac6170af01,provider.multistate7@example.com,Lisa,Anderson,,provider,4f80f44d-ae74-4c11-9338-4d7a91b393ce,MD Opioid Prescribing Education,2.6,2023-11-27,Workshop,category_1,MD State Medical Board,MD,,,,compliant,2025-11-19T03:58:02.227860,
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x753eab6af580>,provider,7eeac807-ab20-430a-8dac-884bd83fcb38,Recognizing and Reporting Child Abuse,1.0,2025-01-15,Workshop,Child Abuse,American College of Physicians (ACP),,,https://s3.amazonaws.com/cme-certs/51f8f28f-a1cc-4c36-92d6-b35e65f86fd0.pdf,,pending,2025-01-15T03:37:17.424716,"{""course_code"": ""CHI-4671"", ""accreditation"": ""AMA PRA Category 2"", ""completion_method"": ""in-person""}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x753eab6af940>,provider,4cf65772-109e-48d2-900d-b6b6ef81bb45,Patient Safety and Error Prevention,3.0,2024-10-25,Self-Study,Risk Management,Harvard Medical School CME,IN,,https://s3.amazonaws.com/cme-certs/fd252092-48bc-48d8-bdfd-03eaaf9873db.pdf,,pending,2024-10-25T03:37:17.425329,"{""course_code"": ""RIS-6672"", ""accreditation"": ""AOA Category 1-A"", ""completion_method"": ""online""}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x753eab6afa00>,provider,14e85d78-ee9b-43d8-b6af-9c4bbcaea041,Controlled Substance Prescribing: Best Practices,3.0,2024-09-01,Workshop,Opioid Prescribing,Medscape CME,OR,,,Completed online,pending,2024-09-01T03:37:17.424105,"{""course_code"": ""OPI-4680"", ""accreditation"": ""AMA PRA Category 1"", ""completion_method"": ""hybrid""}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x753eab6afac0>,provider,4b8c8fc2-a9a5-450d-bdc2-4b55db1981af,Professional Boundaries and Ethics,4.0,2024-07-25,Workshop,Medical Ethics,American Academy of Family Physicians (AAFP),NE,,,Conference attendance,pending,2024-07-25T03:37:17.424668,"{""course_code"": ""MED-3879"", ""accreditation"": ""AMA PRA Category 2"", ""completion_method"": ""in-person""}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x753eab6afb80>,provider,d7cf1805-670f-47cd-9586-bea7d022c090,Human Trafficking: Recognition and Response,1.0,2024-06-03,Self-Study,Human Trafficking,Johns Hopkins Medicine,OR,,https://s3.amazonaws.com/cme-certs/752c57e0-a383-475e-845c-4e9d51ef5f0d.pdf,Self-paced course,pending,2024-06-03T03:37:17.425900,"{""course_code"": ""HUM-4105"", ""accreditation"": ""AMA PRA Category 1"", ""completion_method"": ""hybrid""}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x753eab6afc40>,provider,c1615a79-8fd7-441b-9047-97cf944b936f,Infection Control and Barrier Precautions,4.0,2024-05-26,Self-Study,Infection Control,Cleveland Clinic,IN,,https://s3.amazonaws.com/cme-certs/c376f25a-7db9-4739-a5f4-1e549513e297.pdf,Conference attendance,pending,2024-05-26T03:37:17.426482,"{""course_code"": ""INF-8570"", ""accreditation"": ""AOA Category 1-A"", ""completion_method"": ""online""}"
66d8c077-731d-4adc-8400-34eb141de0af,provider.md12@example.com,Lindsay,Blair,<memory at 0x753eab6afd00>,provider,4017a2b3-eb5d-4603-991c-c16ed9163f21,Medical Ethics in Modern Practice,4.0,2025-04-18,Webinar,Medical Ethics,Medscape CME,SC,,https://s3.amazonaws.com/cme-certs/4c9daf98-190a-4eea-99c2-20b7082bb070.pdf,Self-paced course,pending,2025-04-18T03:37:17.418905,"{""course_code"": ""MED-4336"", ""accreditation"": ""AOA Category 1-A"", ""completion_method"": ""online""}"
66d8c077-731d-4adc-8400-34eb141de0af,provider.md12@example.com,Lindsay,Blair,<memory at 0x753eab6afdc0>,provider,eced774f-e4bf-4d14-a56c-8e402bc4f141,Pain Management Strategies 2025,2.0,2025-04-08,Webinar,Pain Management,Coursera Medical Education,,,https://s3.amazonaws.com/cme-certs/0cf51ccd-a561-4071-801a-523ffac561b4.pdf,,pending,2025-04-08T03:37:17.418957,"{""course_code"": ""PAI-6796"", ""accreditation"": ""AOA Category 1-A"", ""completion_method"": ""online""}"
66d8c077-731d-4adc-8400-34eb141de0af,provider.md12@example.com,Lindsay,Blair,<memory at 0x753eab6afe80>,provider,84a56f49-a9e8-4caa-8738-1c7eb83aa307,Documentation and Risk Mitigation,2.0,2025-04-05,Self-Study,Risk Management,American Osteopathic Association (AOA),SC,,https://s3.amazonaws.com/cme-certs/6554356e-5231-442f-8e7a-982d20eb043b.pdf,,pending,2025-04-05T03:37:17.417589,"{""course_code"": ""RIS-3044"", ""accreditation"": ""AOA Category 1-B"", ""completion_method"": ""online""}"
66d8c077-731d-4adc-8400-34eb141de0af,provider.md12@example.com,Lindsay,Blair,<memory at 0x753eab6aff40>,provider,0d7c9d30-421a-476b-aa51-1e6d880d9289,Controlled Substance Prescribing: Best Practices,2.0,2024-12-17,Self-Study,Opioid Prescribing,Mayo Clinic,,,https://s3.amazonaws.com/cme-certs/cbe66796-bc07-4320-a498-c9f77f4abf61.pdf,Completed online,pending,2024-12-17T03:37:17.418301,"{""course_code"": ""OPI-1370"", ""accreditation"": ""AMA PRA Category 1"", ""completion_method"": ""in-person""}"
66d8c077-731d-4adc-8400-34eb141de0af,provider.md12@example.com,Lindsay,Blair,<memory at 0x753eaa968040>,provider,36106bb0-2bdf-444b-ac8e-2acc08333071,CDC Guidelines for Opioid Prescribing,2.0,2024-01-20,Self-Study,Opioid Prescribing,State Medical Board CME,,,https://s3.amazonaws.com/cme-certs/55d38da2-3f15-4e7d-8d8a-44bd3ee997dd.pdf,Completed online,pending,2024-01-20T03:37:17.418338,"{""course_code"": ""OPI-6936"", ""accreditation"": ""AOA Category 1-B"", ""completion_method"": ""online""}"
66d8c077-731d-4adc-8400-34eb141de0af,provider.md12@example.com,Lindsay,Blair,<memory at 0x753eaa968100>,provider,bc02567a-6a7c-4ab6-82ad-803e69ff8dd9,Maintaining Professional Relationships,1.0,2023-12-17,Workshop,Professional Boundaries,Cleveland Clinic,SC,,https://s3.amazonaws.com/cme-certs/6c72251b-bb2b-43c7-bae5-dc0429f99938.pdf,,pending,2023-12-17T03:37:17.418243,"{""course_code"": ""PRO-8359"", ""accreditation"": ""AOA Category 1-B"", ""completion_method"": ""in-person""}"
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,6b5246a5-da16-4dac-aa76-673809c9895c,Medical Ethics and Professionalism,2.1,2025-07-15,Workshop,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241494,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,4fd06aec-66e4-4402-a96d-85a34ca12089,Clinical Research Methods,3.7,2025-05-03,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241680,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,1e615fa8-8071-4bd5-99c7-7dbb8195e3f8,Quality Improvement in Healthcare,2.5,2025-03-22,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241615,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,e8ce6bf0-de93-4d3a-9c14-cf51fb865120,Pharmacology Updates,1.3,2025-03-21,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241639,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,1648aa05-9458-4233-aecd-8bc4ded8d529,Clinical Research Methods,1.8,2025-02-05,Conference,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241454,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,a1d93d06-b460-44af-ab93-a80e0a820379,Diagnostic Imaging Updates,3.3,2024-10-07,Conference,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241660,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,d0ff6612-9ff5-4142-983e-902a1ed35088,Clinical Practice Guidelines Update,3.8,2024-09-18,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241548,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,cc4f0869-a9da-4e84-8e8a-dfffc3b31b6a,Pharmacology Updates,2.7,2024-08-14,Conference,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241705,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,52056225-3e80-4bdc-b266-a5eef3073199,Quality Improvement in Healthcare,0.8,2024-06-16,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241592,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,2ef480e9-273a-474d-9f0e-e2a4b19107a0,Electronic Health Records Best Practices,3.5,2024-03-15,Workshop,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241726,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,5bd1e796-080f-4c1e-b4c2-6875ae124115,Patient Safety and Risk Management,2.0,2024-02-28,Self-Study,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241526,
6f037392-09a1-4fc9-b00f-410425cb99fe,provider.multistate10@example.com,Daniel,Brown,,provider,05a69139-ae1f-46cf-9460-da62f994d1ca,Quality Improvement in Healthcare,2.9,2024-01-29,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.241570,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,1196ede7-7858-41e3-b61a-5c899d9b17a3,Patient Safety and Risk Management,3.9,2025-07-24,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206280,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,75c47636-f074-4d2c-96d6-8012045eafe9,Evidence-Based Medicine,1.2,2025-02-28,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206301,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,6eb0f8ac-2ea5-49d9-9427-555b0106a606,Clinical Practice Guidelines Update,1.6,2024-08-09,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206370,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,c4467bd7-42ae-4150-8360-5b86ec0b2dc0,Medical Ethics and Professionalism,3.5,2024-07-29,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206392,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,271c941d-2c6c-492b-8356-b0de0237fe50,Medical Ethics and Professionalism,2.8,2024-07-20,Self-Study,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206440,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,28c35160-fcc3-4caf-8090-73b064fe21c8,Clinical Research Methods,3.4,2024-05-25,Workshop,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206461,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,992edc1c-86cd-4f23-bab2-783dbe0d3d59,Electronic Health Records Best Practices,2.4,2024-05-18,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206322,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,28657c3c-dd4d-4033-b3dd-e250c9842219,Patient Safety and Risk Management,2.6,2024-04-22,Conference,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206257,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,e7aa3fa9-1f3e-4c24-a191-f7fe3cb3f572,Electronic Health Records Best Practices,2.8,2024-03-06,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206224,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,f13e0345-d7b8-425a-b9ad-6838da5d2af8,Quality Improvement in Healthcare,3.9,2024-02-17,Workshop,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206343,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,4e07a35f-df47-486a-9467-53d08393d21b,Clinical Practice Guidelines Update,1.2,2024-01-19,Conference,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206169,
2326cec7-7c1e-424f-bf3e-aefb195a7cca,provider.multistate2@example.com,David,Chen,,provider,111a1b8a-a848-4ad7-a453-1816c4f2018d,Patient Safety and Risk Management,0.6,2024-01-11,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.206413,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,37449e3e-546c-4883-b9ed-d644f86233f1,Pharmacology Updates,0.9,2025-08-20,Conference,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289165,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,f40ed11f-04f9-47b1-8209-39662e02a557,Advanced Cardiac Life Support,3.0,2025-01-17,Conference,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289062,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,b074007e-14fd-4fd6-a172-d93a88b285e0,Patient Safety and Risk Management,3.5,2024-11-30,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289145,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,511afb15-a76d-4f7b-8a1d-1f3504e69648,Advanced Cardiac Life Support,4.0,2024-10-03,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289103,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,57d0eb65-d6d5-44a7-81d6-8129b01a595a,Clinical Research Methods,1.4,2024-08-17,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289186,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,0718daf7-beca-4bcd-a873-73a51f6889f9,Evidence-Based Medicine,2.6,2024-08-03,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289205,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,b903a1bb-2195-4e83-bc26-e0f1076b2699,Medical Ethics and Professionalism,1.3,2024-05-30,Self-Study,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.288947,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,07864f0a-bfd6-48a9-a5ce-b872c3522ffb,Electronic Health Records Best Practices,3.7,2024-05-29,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289123,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,1a518f24-2550-4084-9e79-dc356c53b441,Patient Safety and Risk Management,2.2,2024-05-13,Self-Study,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289082,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,4c132bdf-d37f-467c-971c-b5c7fd806684,Clinical Research Methods,0.5,2024-04-19,Webinar,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289041,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,22a00dc3-0e04-4c35-a8f0-b94783b25bf9,Quality Improvement in Healthcare,2.5,2024-02-20,Workshop,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.288991,
ae0ea300-d1d6-48a1-a5d8-00c8f2d4d17f,provider.multistate20@example.com,Brandon,Clark,,provider,80d32d26-13bd-452f-80d7-c2e00129050e,Advanced Cardiac Life Support,3.2,2024-01-11,Course,category_1,AMA PRA Category 1,,,,,compliant,2025-11-19T03:58:02.289017,
d6b6bc0c-159f-45d4-969d-2d415aa43822,provider.do5@example.com,Mitchell,Clark,<memory at 0x753eaa9681c0>,provider,7bc65eb8-131c-4020-a9bc-ef5d3ed97bfc,Pain Management for Terminally Ill Patients,2.0,2025-05-08,Conference,Pain Management,Mayo Clinic,AK,,https://s3.amazonaws.com/cme-certs/c7f168bd-9c06-4efb-9d29-a560cb07d452.pdf,Completed online,valid,2025-05-08T03:37:17.457968,"{""course_code"": ""PAI-4353"", ""accreditation"": ""AMA PRA Category 2"", ""completion_method"": ""in-person""}"
d6b6bc0c-159f-45d4-969d-2d415aa43822,provider.do5@example.com,Mitchell,Clark,<memory at 0x753eaa968280>,provider,8b619ff1-b221-4ede-8b36-f7fb5955ca57,Pain Management Strategies 2025,2.0,2025-03-13,Workshop,Pain Management,Coursera Medical Education,,,,,pending,2025-03-13T03:37:17.457284,"{""course_code"": ""PAI-9971"", ""accreditation"": ""AOA Category 1-B"", ""completion_method"": ""online""}"
d6b6bc0c-159f-45d4-969d-2d415aa43822,provider.do5@example.com,Mitchell,Clark,<memory at 0x753eaa968340>,provider,241584f7-0021-4409-903d-83f0c423e1d8,Culturally Responsive Patient Care,4.0,2025-02-20,Self-Study,Cultural Competency,Harvard Medical School CME,,,https://s3.amazonaws.com/cme-certs/da2eab5a-30ec-48dc-8a82-500671017003.pdf,,pending,2025-02-20T03:37:17.458012,"{""course_code"": ""CUL-9148"", ""accreditation"": ""AOA Category 1-A"", ""completion_method"": ""in-person""}"
d6b6bc0c-159f-45d4-969d-2d415aa43822,provider.do5@example.com,Mitchell,Clark,<memory at 0x753eaa968400>,provider,825cabb5-5d8b-4472-b297-48dd183eead8,Pain Management Strategies 2025,2.0,2024-06-09,Workshop,Pain Management,American Osteopathic Association (AOA),AK,,https://s3.amazonaws.com/cme-certs/3cf5dc09-5cb1-45fa-b61e-2325c8344b44.pdf,Conference attendance,valid,2024-06-09T03:37:17.458672,"{""course_code"": ""PAI-6586"", ""accreditation"": ""AMA PRA Category 1"", ""completion_method"": ""hybrid""}"
d6b6bc0c-159f-45d4-969d-2d415aa43822,provider.do5@example.com,Mitchell,Clark,<memory at 0x753eaa9684c0>,provider,9ea47b5b-6248-4c75-b3f2-f4f3e76a8049,Ethical Decision Making in Healthcare,3.0,2024-03-21,Webinar,Medical Ethics,UpToDate CME,,,https://s3.amazonaws.com/cme-certs/3fbd680b-ff76-4d0b-8418-efb22cce933c.pdf,,pending,2024-03-21T03:37:17.457330,"{""course_code"": ""MED-8311"", ""accreditation"": ""AOA Category 1-A"", ""completion_method"": ""in-person""}"
d6b6bc0c-159f-45d4-969d-2d415aa43822,provider.do5@example.com,Mitchell,Clark,<memory at 0x753eaa968580>,provider,43f3df42-f925-4d96-90ae-30ecf07d7a92,Chronic Pain: Multimodal Approaches,10.0,2024-01-27,Self-Study,Pain Management,Cleveland Clinic,AK,,https://s3.amazonaws.com/cme-certs/3c6711fd-eaec-4c5b-a0a4-0f2b87ccde77.pdf,Completed online,valid,2024-01-27T03:37:17.459272,"{""course_code"": ""PAI-8617"", ""accreditation"": ""AOA Category 1-B"", ""completion_method"": ""hybrid""}"
72316753-a4be-4516-b3ec-b88ed0d57347,provider.do8@example.com,George,Daniel,<memory at 0x753eaa968640>,provider,bb925611-1add-492c-9805-b81efb67daf0,Medical Malpractice Risk Management,4.0,2025-05-01,Webinar,Risk Management,American Academy of Family Physicians (AAFP),SD,,https://s3.amazonaws.com/cme-certs/a08442f4-6451-49e7-abe1-38ae2d197f8c.pdf,Completed online,pending,2025-05-01T03:37:17.466433,"{""course_code"": ""RIS-5857"", ""accreditation"": ""AMA PRA Category 1"", ""completion_method"": ""online""}"
72316753-a4be-4516-b3ec-b88ed0d57347,provider.do8@example.com,George,Daniel,<memory at 0x753eaa968700>,provider,b1b40808-3ead-49a3-abdb-6434ff3c6042,Healthcare Risk Management Strategies,1.0,2025-01-26,Course,Risk Management,Mayo Clinic,SD,,https://s3.amazonaws.com/cme-certs/1ee8deaa-b185-4595-8367-6c4e8efe3c70.pdf,Self-paced course,pending,2025-01-26T03:37:17.466944,"{""course_code"": ""RIS-4805"", ""accreditation"": ""AOA Category 1-A"", ""completion_method"": ""hybrid""}"
